Respondent_ID,Age,Gender,Education_Level,Employment_Status,Marital_Status,Household_Income,Region,Owns_Home,Has_Children,Internet_Usage_Hours,Political_Affiliation
1422,49,Male,High School,Retired,Single,44806,North,No,Yes,10,Liberal
1423,63,Female,Bachelor's,Unemployed,Widowed,118698,East,Yes,Yes,9,Conservative
1424,60,Female,Bachelor's,Student,Divorced,125623,West,No,No,5,Independent
1425,33,Male,High School,Student,Divorced,23573,Central,Yes,No,6,Independent
1426,21,Female,Bachelor's,Retired,Single,61941,West,Yes,Yes,5,Independent
1427,69,Female,Master's,Unemployed,Widowed,125410,West,Yes,No,9,Independent
1428,54,Male,Bachelor's,Employed,Single,111044,North,Yes,Yes,0,Independent
1429,38,Male,Bachelor's,Unemployed,Divorced,140313,South,Yes,Yes,2,Independent
1430,31,Female,Bachelor's,Student,Divorced,111521,Central,No,No,9,Conservative
1431,48,Female,Bachelor's,Unemployed,Married,63915,Central,No,No,1,Independent
1432,65,Female,PhD,Employed,Married,73780,North,No,No,0,Conservative
1433,35,Female,Bachelor's,Employed,Widowed,25060,West,No,No,0,Independent
1434,24,Female,High School,Retired,Divorced,69094,North,No,No,3,Independent
1435,27,Male,Bachelor's,Student,Divorced,149471,West,No,Yes,10,Liberal
1436,24,Female,Master's,Unemployed,Married,76899,South,Yes,Yes,0,Independent
1437,50,Female,High School,Unemployed,Single,75421,South,No,Yes,1,Other
1438,40,Female,PhD,Retired,Single,65610,East,Yes,No,0,Liberal
1439,38,Male,PhD,Retired,Divorced,30933,West,Yes,Yes,11,Liberal
1440,36,Male,High School,Retired,Divorced,92168,North,No,Yes,11,Liberal
1441,65,Male,PhD,Student,Widowed,125059,North,No,No,5,Other
1442,36,Male,Bachelor's,Unemployed,Widowed,63898,North,Yes,Yes,10,Conservative
1443,53,Male,Master's,Retired,Married,108509,East,Yes,No,3,Liberal
1444,46,Female,Bachelor's,Student,Divorced,25589,Central,Yes,Yes,7,Liberal
1445,35,Female,Bachelor's,Unemployed,Single,31612,North,Yes,No,10,Liberal
1446,19,Male,Bachelor's,Employed,Widowed,67611,South,Yes,Yes,4,Independent
1447,18,Female,Master's,Retired,Married,38888,North,No,Yes,9,Conservative
1448,64,Male,High School,Student,Married,39417,North,Yes,No,4,Other
1449,22,Male,Bachelor's,Unemployed,Single,81323,North,Yes,No,10,Other
1450,37,Male,High School,Unemployed,Widowed,97551,Central,No,Yes,10,Conservative
1451,28,Female,Bachelor's,Retired,Single,65440,North,Yes,Yes,7,Conservative
1452,59,Male,Bachelor's,Retired,Married,143591,Central,No,Yes,10,Conservative
1453,19,Male,Bachelor's,Unemployed,Divorced,55744,Central,Yes,Yes,9,Independent
1454,20,Male,Bachelor's,Student,Single,103391,East,No,Yes,5,Liberal
1455,40,Female,High School,Employed,Married,31891,South,Yes,No,5,Independent
1456,29,Male,High School,Unemployed,Divorced,113298,North,Yes,Yes,2,Conservative
1457,37,Female,High School,Student,Divorced,92131,North,Yes,Yes,5,Independent
1458,22,Female,Bachelor's,Retired,Widowed,82093,North,No,No,9,Other
1459,54,Female,PhD,Unemployed,Widowed,70294,Central,Yes,Yes,6,Independent
1460,55,Female,High School,Retired,Married,131708,West,Yes,No,1,Conservative
1461,47,Male,PhD,Employed,Single,48557,South,No,No,2,Liberal
1462,26,Male,Master's,Retired,Divorced,137256,North,Yes,Yes,5,Independent
1463,51,Female,Bachelor's,Employed,Widowed,136296,West,No,Yes,9,Conservative
1464,61,Male,Bachelor's,Retired,Widowed,131129,West,No,Yes,8,Independent
1465,52,Female,Master's,Retired,Single,107472,West,No,No,8,Other
1466,69,Female,High School,Employed,Widowed,81166,South,No,No,7,Independent
1467,39,Female,Bachelor's,Retired,Married,103817,West,Yes,No,7,Independent
1468,61,Female,Bachelor's,Student,Single,22192,North,No,No,8,Liberal
1469,41,Other,Bachelor's,Retired,Divorced,65032,North,No,No,10,Independent
1470,34,Female,Master's,Unemployed,Married,119395,East,Yes,No,10,Independent
1471,27,Male,High School,Retired,Divorced,69851,Central,Yes,Yes,8,Other
1472,47,Female,Bachelor's,Student,Divorced,138780,West,Yes,Yes,9,Other
1473,63,Male,Bachelor's,Unemployed,Widowed,62861,Central,Yes,Yes,10,Other
1474,40,Male,Bachelor's,Student,Married,54946,Central,No,No,8,Liberal
1475,49,Female,Bachelor's,Unemployed,Married,69884,Central,No,Yes,4,Other
1476,34,Male,Bachelor's,Retired,Single,66360,Central,No,No,5,Other
1477,67,Male,Master's,Student,Married,83252,Central,Yes,No,4,Independent
1478,68,Male,Bachelor's,Retired,Single,148651,North,Yes,Yes,0,Independent
1479,34,Female,Master's,Unemployed,Married,117845,South,No,No,3,Liberal
1480,31,Female,Bachelor's,Student,Divorced,61472,West,Yes,Yes,10,Other
1481,26,Female,High School,Employed,Single,55455,West,No,Yes,0,Conservative
1482,57,Male,High School,Student,Married,48672,North,No,No,11,Independent
1483,19,Female,High School,Retired,Single,23756,North,No,No,0,Conservative
1484,62,Female,Bachelor's,Employed,Widowed,124365,Central,Yes,Yes,2,Conservative
1485,42,Male,Bachelor's,Employed,Widowed,126927,South,Yes,Yes,6,Other
1486,56,Male,Master's,Unemployed,Single,108454,West,Yes,Yes,0,Conservative
1487,26,Male,Master's,Employed,Single,140073,East,Yes,Yes,6,Liberal
1488,39,Other,High School,Employed,Divorced,90030,North,No,No,9,Liberal
1489,60,Female,High School,Unemployed,Married,78151,East,Yes,Yes,9,Independent
1490,63,Female,High School,Student,Widowed,54047,West,Yes,No,0,Conservative
1491,21,Male,Bachelor's,Retired,Widowed,92074,North,No,No,8,Liberal
1492,43,Female,High School,Student,Married,82391,West,Yes,Yes,4,Liberal
1493,46,Female,High School,Employed,Widowed,22221,North,No,Yes,5,Conservative
1494,62,Female,PhD,Retired,Widowed,25164,West,Yes,No,11,Liberal
1495,51,Other,Master's,Student,Single,53622,East,No,Yes,8,Conservative
1496,40,Male,High School,Retired,Widowed,55980,South,No,No,10,Liberal
1497,54,Male,Bachelor's,Employed,Widowed,71738,North,No,Yes,2,Conservative
1498,28,Female,Bachelor's,Student,Widowed,139528,East,Yes,Yes,2,Liberal
1499,23,Female,Master's,Retired,Married,104688,West,Yes,Yes,4,Liberal
1500,35,Female,Bachelor's,Retired,Divorced,99921,East,No,Yes,6,Liberal
1501,38,Male,High School,Student,Single,43612,North,No,No,2,Other
1502,59,Female,Master's,Student,Divorced,98066,East,No,No,3,Other
1503,53,Male,Bachelor's,Employed,Widowed,88876,West,Yes,Yes,1,Liberal
1504,58,Male,High School,Unemployed,Widowed,139947,Central,Yes,Yes,8,Other
1505,55,Female,Bachelor's,Retired,Widowed,80572,South,No,Yes,9,Conservative
1506,51,Female,Bachelor's,Student,Divorced,108660,South,Yes,Yes,8,Other
1507,34,Male,Bachelor's,Student,Married,128115,Central,Yes,No,10,Independent
1508,54,Male,High School,Student,Married,53043,North,Yes,No,1,Independent
1509,42,Male,Bachelor's,Retired,Single,141886,East,No,Yes,4,Liberal
1510,55,Male,High School,Employed,Divorced,97831,East,Yes,No,0,Other
1511,29,Female,Master's,Unemployed,Married,105783,Central,Yes,No,7,Independent
1512,40,Female,High School,Retired,Single,86250,Central,Yes,Yes,5,Liberal
1513,59,Male,High School,Employed,Widowed,58822,West,Yes,No,9,Independent
1514,39,Female,Bachelor's,Retired,Widowed,79424,West,No,Yes,9,Liberal
1515,38,Female,Master's,Retired,Single,86345,South,Yes,No,1,Independent
1516,44,Female,Master's,Student,Married,72878,North,Yes,Yes,1,Independent
1517,48,Male,Bachelor's,Employed,Divorced,84963,North,Yes,Yes,9,Other
1518,23,Female,High School,Student,Single,115680,Central,Yes,No,4,Liberal
1519,44,Male,Master's,Student,Married,131519,South,Yes,No,6,Independent
1520,57,Male,Bachelor's,Employed,Single,105898,South,No,No,8,Liberal
1521,51,Male,High School,Student,Married,127357,West,No,Yes,8,Other
1522,29,Female,PhD,Student,Widowed,20036,East,Yes,No,11,Independent
1523,62,Male,High School,Unemployed,Single,52402,North,Yes,Yes,10,Conservative
1524,24,Male,PhD,Employed,Divorced,110034,South,Yes,No,5,Conservative
1525,27,Male,Master's,Employed,Single,113923,West,No,No,1,Conservative
1526,62,Female,Bachelor's,Student,Widowed,30273,West,Yes,Yes,5,Liberal
1527,34,Female,PhD,Student,Widowed,45030,West,Yes,Yes,0,Other
1528,43,Male,Master's,Employed,Married,147419,East,No,No,10,Liberal
1529,38,Female,High School,Employed,Widowed,72460,South,Yes,No,10,Liberal
1530,45,Female,Bachelor's,Retired,Married,130803,Central,Yes,No,1,Conservative
1531,63,Female,High School,Employed,Widowed,96939,Central,Yes,Yes,11,Other
1532,19,Male,Bachelor's,Retired,Married,100573,West,Yes,No,2,Independent
1533,60,Female,Master's,Student,Divorced,39039,West,No,No,4,Liberal
1534,18,Female,Bachelor's,Unemployed,Married,34017,East,No,No,9,Conservative
1535,68,Female,Bachelor's,Unemployed,Married,102901,West,Yes,No,0,Liberal
1536,53,Male,Bachelor's,Retired,Divorced,133000,South,Yes,Yes,11,Liberal
1537,68,Female,Master's,Student,Married,59215,West,Yes,No,9,Other
1538,43,Female,High School,Student,Married,32583,West,Yes,No,4,Independent
1539,46,Female,Bachelor's,Student,Divorced,52919,South,Yes,Yes,4,Liberal
1540,38,Male,High School,Employed,Widowed,67025,North,No,Yes,3,Liberal
1541,28,Male,Bachelor's,Student,Single,64254,Central,Yes,No,2,Independent
1542,57,Female,High School,Employed,Married,66275,West,Yes,Yes,6,Other
1543,28,Female,Bachelor's,Retired,Widowed,77943,South,Yes,Yes,10,Liberal
1544,53,Male,High School,Unemployed,Single,29514,Central,Yes,No,6,Other
1545,66,Female,High School,Retired,Divorced,58416,East,Yes,Yes,0,Other
1546,56,Male,PhD,Student,Married,21511,North,Yes,Yes,6,Liberal
1547,57,Female,High School,Student,Married,38642,West,No,No,2,Independent
1548,52,Female,Bachelor's,Retired,Divorced,102151,North,Yes,Yes,2,Liberal
1549,51,Female,High School,Employed,Married,117125,West,No,No,5,Liberal
1550,64,Female,Bachelor's,Employed,Single,71894,West,Yes,Yes,5,Conservative
1551,41,Male,Bachelor's,Employed,Single,44225,West,Yes,No,10,Independent
1552,39,Female,Bachelor's,Unemployed,Divorced,40846,North,No,Yes,3,Conservative
1553,22,Male,High School,Unemployed,Married,49152,East,No,Yes,4,Independent
1554,50,Female,Bachelor's,Student,Widowed,126053,South,No,No,2,Liberal
1555,53,Female,Bachelor's,Retired,Married,86107,South,Yes,Yes,2,Other
1556,64,Female,Master's,Retired,Divorced,70354,East,No,No,8,Conservative
1557,37,Male,Bachelor's,Student,Widowed,144387,East,No,No,4,Conservative
1558,36,Female,Bachelor's,Employed,Single,46188,West,Yes,No,0,Conservative
1559,52,Male,High School,Unemployed,Single,80910,West,No,Yes,8,Conservative
1560,69,Male,High School,Retired,Widowed,130536,South,Yes,No,9,Independent
1561,60,Female,High School,Student,Widowed,62530,West,Yes,Yes,5,Other
1562,34,Male,High School,Employed,Divorced,98753,West,No,Yes,8,Other
1563,62,Female,High School,Employed,Married,61999,East,No,Yes,10,Liberal
1564,60,Male,Bachelor's,Unemployed,Single,26609,North,Yes,No,6,Liberal
1565,51,Male,Bachelor's,Unemployed,Married,78769,Central,No,No,10,Conservative
1566,26,Female,PhD,Student,Single,67397,Central,No,Yes,9,Liberal
1567,43,Female,High School,Student,Married,130577,West,No,No,9,Liberal
1568,19,Male,Bachelor's,Employed,Single,69322,West,Yes,No,6,Independent
1569,26,Female,Master's,Employed,Married,25151,Central,Yes,Yes,4,Liberal
1570,26,Female,Bachelor's,Retired,Divorced,26406,East,Yes,No,6,Liberal
1571,57,Female,High School,Employed,Single,82678,Central,Yes,Yes,9,Liberal
1572,34,Male,High School,Student,Divorced,67062,Central,No,No,3,Other
1573,18,Female,High School,Unemployed,Single,100429,Central,Yes,No,10,Other
1574,42,Female,Bachelor's,Student,Single,52956,West,No,Yes,10,Liberal
1575,60,Female,Master's,Retired,Single,131377,West,No,No,5,Conservative
1576,57,Male,High School,Retired,Married,73830,Central,Yes,Yes,1,Other
1577,59,Female,High School,Unemployed,Single,92681,West,Yes,No,9,Independent
1578,42,Female,Master's,Student,Divorced,124231,Central,Yes,Yes,2,Independent
1579,56,Female,Master's,Retired,Married,118903,East,Yes,No,1,Independent
1580,52,Male,Bachelor's,Student,Married,33133,West,Yes,No,9,Liberal
1581,20,Female,Bachelor's,Retired,Single,32209,North,Yes,No,1,Conservative
1582,67,Female,Bachelor's,Unemployed,Widowed,129828,West,Yes,Yes,6,Independent
1583,54,Male,High School,Retired,Married,132621,East,Yes,No,4,Conservative
1584,61,Male,Bachelor's,Student,Single,139989,East,Yes,Yes,5,Independent
1585,61,Female,Bachelor's,Student,Divorced,138264,West,Yes,Yes,2,Conservative
1586,68,Male,PhD,Retired,Widowed,112501,South,No,Yes,9,Liberal
1587,47,Other,High School,Employed,Married,94681,Central,Yes,No,4,Liberal
1588,55,Female,Bachelor's,Unemployed,Widowed,132661,Central,No,Yes,4,Independent
1589,51,Female,Bachelor's,Unemployed,Married,74345,East,No,No,10,Independent
1590,29,Male,Bachelor's,Retired,Widowed,62585,West,No,No,3,Other
1591,36,Male,High School,Retired,Widowed,54638,South,No,No,9,Independent
1592,54,Female,Bachelor's,Employed,Divorced,40645,North,Yes,Yes,3,Other
1593,61,Male,Master's,Unemployed,Widowed,38408,Central,Yes,No,11,Other
1594,66,Female,Bachelor's,Employed,Divorced,32521,South,Yes,Yes,7,Liberal
1595,34,Male,Bachelor's,Unemployed,Single,107414,Central,Yes,No,5,Liberal
1596,27,Male,High School,Retired,Married,148432,West,Yes,No,10,Other
1597,66,Male,High School,Unemployed,Divorced,143520,Central,Yes,No,1,Independent
1598,64,Female,Bachelor's,Unemployed,Married,58221,North,Yes,No,1,Other
1599,29,Other,Master's,Unemployed,Divorced,120131,West,No,Yes,1,Independent
1600,33,Male,PhD,Employed,Married,41086,East,No,Yes,5,Liberal
1601,41,Male,Bachelor's,Employed,Divorced,36923,South,Yes,Yes,11,Independent
1602,36,Male,Bachelor's,Unemployed,Married,101761,Central,Yes,Yes,0,Other
1603,25,Female,Master's,Student,Single,27202,West,No,No,2,Independent
1604,48,Male,Bachelor's,Employed,Married,115675,West,No,Yes,0,Other
1605,38,Female,Bachelor's,Retired,Single,117510,Central,Yes,No,3,Independent
1606,34,Female,High School,Retired,Single,112477,East,No,No,0,Other
1607,40,Female,Master's,Unemployed,Single,57206,Central,Yes,No,8,Liberal
1608,54,Male,Bachelor's,Retired,Widowed,39885,East,Yes,No,10,Other
1609,33,Other,Master's,Employed,Married,130443,Central,Yes,Yes,11,Liberal
1610,23,Male,Master's,Student,Widowed,31218,West,No,Yes,10,Other
1611,25,Male,High School,Student,Widowed,65692,North,Yes,No,5,Other
1612,42,Female,Master's,Student,Married,72689,North,Yes,Yes,7,Conservative
1613,35,Female,Master's,Retired,Single,114286,West,No,Yes,1,Conservative
1614,42,Male,Bachelor's,Unemployed,Widowed,117148,North,Yes,No,5,Conservative
1615,29,Male,High School,Retired,Widowed,26716,East,No,No,3,Conservative
1616,32,Female,High School,Unemployed,Divorced,145376,West,Yes,No,6,Independent
1617,43,Male,Bachelor's,Student,Married,36088,East,Yes,Yes,7,Liberal
1618,58,Female,Bachelor's,Employed,Widowed,51001,West,No,No,5,Liberal
1619,62,Female,Bachelor's,Retired,Married,125122,East,Yes,No,0,Conservative
1620,43,Male,High School,Employed,Married,42584,East,No,No,7,Independent
1621,64,Male,Master's,Student,Widowed,24286,North,No,Yes,10,Other
1622,49,Male,High School,Unemployed,Married,24739,West,No,No,0,Other
1623,27,Female,High School,Employed,Single,50158,Central,Yes,No,8,Liberal
1624,33,Female,Bachelor's,Retired,Widowed,120393,North,Yes,No,1,Liberal
1625,24,Male,Bachelor's,Employed,Widowed,25605,East,Yes,Yes,10,Independent
1626,34,Female,High School,Employed,Widowed,76492,East,Yes,No,9,Other
1627,40,Other,High School,Retired,Divorced,125126,Central,No,No,5,Independent
1628,43,Male,High School,Unemployed,Divorced,23321,Central,Yes,No,7,Other
1629,38,Female,Master's,Retired,Divorced,64541,East,No,Yes,4,Conservative
1630,39,Male,Master's,Student,Divorced,71701,Central,No,Yes,1,Conservative
1631,24,Male,Bachelor's,Unemployed,Widowed,119520,South,No,Yes,4,Independent
1632,31,Male,Master's,Employed,Single,123189,North,No,No,0,Liberal
1633,32,Male,Master's,Retired,Married,32170,West,No,No,7,Independent
1634,24,Male,High School,Student,Married,76045,Central,No,Yes,7,Independent
1635,26,Male,PhD,Retired,Widowed,28933,Central,No,No,1,Other
1636,68,Female,Master's,Unemployed,Single,108228,South,No,No,5,Other
1637,65,Female,High School,Student,Married,117010,West,No,Yes,10,Other
1638,25,Female,High School,Employed,Single,147065,South,No,Yes,7,Other
1639,67,Male,High School,Unemployed,Widowed,29906,West,Yes,Yes,9,Liberal
1640,40,Male,High School,Student,Divorced,139770,North,Yes,No,7,Liberal
1641,46,Male,Master's,Unemployed,Single,141913,Central,Yes,Yes,11,Conservative
1642,35,Female,Bachelor's,Employed,Married,130540,North,Yes,No,6,Independent
1643,48,Female,Master's,Student,Married,43814,West,Yes,No,2,Conservative
1644,47,Male,Master's,Retired,Married,143527,Central,No,Yes,11,Other
1645,69,Male,Bachelor's,Retired,Divorced,121101,South,No,Yes,10,Independent
1646,56,Female,Bachelor's,Employed,Single,20818,East,Yes,No,3,Other
1647,52,Male,High School,Student,Single,28434,South,No,Yes,0,Independent
1648,35,Male,Bachelor's,Employed,Married,141494,East,No,No,8,Liberal
1649,59,Female,Bachelor's,Employed,Single,76153,South,No,No,9,Other
1650,56,Female,High School,Unemployed,Married,50571,West,No,Yes,9,Independent
1651,34,Male,High School,Retired,Single,60694,North,Yes,No,1,Independent
1652,31,Male,Master's,Employed,Divorced,114426,East,Yes,No,9,Other
1653,48,Other,Bachelor's,Unemployed,Divorced,138792,West,Yes,Yes,6,Liberal
1654,41,Male,High School,Employed,Widowed,65485,North,Yes,Yes,7,Liberal
1655,52,Male,Bachelor's,Employed,Widowed,32069,North,Yes,No,3,Liberal
1656,61,Male,Master's,Employed,Widowed,77198,Central,No,Yes,10,Independent
1657,62,Male,Bachelor's,Retired,Single,118316,Central,No,Yes,10,Liberal
1658,51,Male,High School,Student,Divorced,58662,Central,Yes,No,9,Independent
1659,20,Female,PhD,Retired,Divorced,108970,East,Yes,No,0,Conservative
1660,54,Male,Bachelor's,Unemployed,Divorced,72169,East,Yes,No,4,Liberal
1661,60,Male,High School,Student,Married,92928,North,Yes,Yes,9,Other
1662,57,Female,Bachelor's,Unemployed,Single,36102,East,No,Yes,9,Other
1663,43,Female,Master's,Employed,Single,53457,North,Yes,No,5,Other
1664,40,Female,High School,Student,Widowed,107798,West,No,No,6,Other
1665,61,Female,High School,Unemployed,Married,72290,South,No,No,0,Conservative
1666,56,Male,High School,Employed,Married,142664,North,No,Yes,3,Conservative
1667,32,Female,PhD,Unemployed,Divorced,31932,North,No,Yes,11,Liberal
1668,66,Male,High School,Unemployed,Widowed,143556,West,Yes,No,4,Liberal
1669,21,Other,Bachelor's,Retired,Single,31766,Central,Yes,No,4,Other
1670,46,Female,PhD,Employed,Married,108247,Central,No,Yes,6,Other
1671,39,Other,High School,Retired,Divorced,33292,Central,No,Yes,3,Other
1672,42,Female,PhD,Student,Single,106223,North,Yes,No,9,Independent
1673,30,Male,PhD,Employed,Divorced,67631,North,Yes,No,6,Liberal
1674,35,Female,Master's,Retired,Single,111435,East,Yes,Yes,7,Other
1675,50,Other,High School,Retired,Divorced,145745,East,Yes,Yes,1,Other
1676,33,Female,Bachelor's,Student,Single,135690,South,No,Yes,0,Other
1677,62,Male,Master's,Unemployed,Widowed,92944,South,Yes,Yes,9,Conservative
1678,59,Female,PhD,Unemployed,Single,96230,East,No,Yes,9,Conservative
1679,61,Male,High School,Unemployed,Single,126446,North,Yes,Yes,0,Conservative
1680,19,Male,Master's,Student,Single,54533,West,No,No,0,Independent
1681,52,Male,Bachelor's,Retired,Divorced,100773,East,Yes,No,8,Independent
1682,59,Male,High School,Employed,Married,144433,North,Yes,No,3,Liberal
1683,51,Female,Bachelor's,Student,Single,25778,East,No,No,8,Other
1684,47,Male,Master's,Unemployed,Single,55059,Central,Yes,Yes,6,Liberal
1685,30,Female,Bachelor's,Unemployed,Widowed,142418,East,Yes,Yes,6,Liberal
1686,30,Male,Bachelor's,Employed,Single,112097,Central,No,No,1,Conservative
1687,35,Male,PhD,Student,Widowed,24866,North,No,No,1,Other
1688,49,Male,Bachelor's,Unemployed,Single,93965,Central,Yes,Yes,11,Conservative
1689,49,Male,Bachelor's,Student,Divorced,80661,East,Yes,Yes,4,Conservative
1690,52,Male,Bachelor's,Retired,Married,63352,Central,Yes,No,9,Other
1691,56,Male,Bachelor's,Student,Married,130051,West,No,Yes,0,Liberal
1692,63,Female,Bachelor's,Retired,Married,108373,Central,Yes,Yes,6,Liberal
1693,69,Male,PhD,Employed,Divorced,70736,Central,Yes,No,10,Conservative
1694,46,Male,Bachelor's,Retired,Widowed,54075,South,Yes,No,6,Other
1695,66,Male,Master's,Retired,Married,120389,West,Yes,No,10,Liberal
1696,46,Female,High School,Employed,Divorced,111931,North,Yes,Yes,7,Independent
1697,61,Female,High School,Unemployed,Divorced,101951,Central,Yes,No,6,Liberal
1698,33,Female,Bachelor's,Employed,Single,117522,West,Yes,No,7,Other
1699,61,Male,High School,Student,Widowed,44104,North,Yes,No,2,Other
1700,64,Male,High School,Employed,Divorced,85827,West,No,Yes,2,Other
1701,27,Female,Bachelor's,Student,Widowed,89222,South,No,No,7,Conservative
1702,47,Male,High School,Unemployed,Married,130883,North,Yes,Yes,8,Liberal
1703,42,Male,High School,Student,Married,21642,North,No,Yes,9,Independent
1704,56,Male,Bachelor's,Employed,Married,117013,Central,No,Yes,3,Conservative
1705,37,Male,Bachelor's,Employed,Single,82845,East,Yes,No,7,Liberal
1706,22,Male,PhD,Unemployed,Single,109686,North,Yes,No,0,Other
1707,18,Female,Bachelor's,Employed,Widowed,28769,North,No,No,1,Liberal
1708,47,Male,Bachelor's,Unemployed,Widowed,115369,South,Yes,Yes,9,Other
1709,66,Female,PhD,Unemployed,Single,89445,South,Yes,No,9,Other
1710,20,Male,Master's,Employed,Divorced,70375,South,Yes,Yes,9,Liberal
1711,62,Male,High School,Retired,Widowed,52078,Central,Yes,Yes,8,Liberal
1712,31,Female,High School,Student,Widowed,32268,North,No,No,1,Independent
1713,47,Male,Bachelor's,Retired,Married,30844,South,No,Yes,1,Liberal
1714,67,Female,Bachelor's,Unemployed,Widowed,94174,South,No,No,7,Liberal
1715,21,Female,Master's,Student,Widowed,80763,West,No,Yes,4,Conservative
1716,35,Male,Master's,Retired,Divorced,122677,West,Yes,Yes,4,Other
1717,54,Female,Bachelor's,Employed,Widowed,31233,South,No,Yes,10,Other
1718,42,Male,PhD,Retired,Divorced,137267,Central,No,Yes,5,Independent
1719,65,Female,Bachelor's,Student,Married,50496,East,No,Yes,7,Conservative
1720,18,Male,High School,Student,Single,37806,West,Yes,Yes,7,Independent
1721,63,Female,Master's,Student,Married,60326,West,Yes,No,8,Liberal
1722,32,Male,High School,Student,Divorced,98807,North,No,Yes,9,Independent
1723,26,Female,Master's,Retired,Divorced,59513,North,No,No,10,Other
1724,32,Female,PhD,Employed,Widowed,71761,South,Yes,No,2,Conservative
1725,66,Female,Bachelor's,Employed,Widowed,39465,North,Yes,No,8,Liberal
1726,41,Female,Bachelor's,Student,Single,59502,North,No,No,10,Conservative
1727,21,Female,Bachelor's,Employed,Divorced,99396,East,Yes,Yes,2,Conservative
1728,29,Female,Bachelor's,Retired,Divorced,28250,Central,Yes,Yes,0,Independent
1729,54,Male,Bachelor's,Employed,Married,80503,South,No,No,11,Liberal
1730,54,Male,Bachelor's,Unemployed,Single,126954,East,No,No,10,Conservative
1731,60,Male,Master's,Employed,Married,134791,South,Yes,Yes,4,Conservative
1732,23,Male,Bachelor's,Student,Widowed,41310,Central,No,No,6,Independent
1733,56,Male,High School,Employed,Widowed,143668,South,No,No,2,Conservative
1734,63,Female,Bachelor's,Employed,Married,149127,North,Yes,No,8,Other
1735,41,Male,Master's,Employed,Widowed,135429,Central,Yes,No,0,Other
1736,28,Female,Bachelor's,Employed,Married,113518,East,Yes,Yes,5,Liberal
1737,30,Male,Bachelor's,Unemployed,Divorced,52206,East,Yes,Yes,11,Liberal
1738,51,Male,Master's,Retired,Divorced,29764,West,Yes,Yes,11,Independent
1739,42,Female,Bachelor's,Student,Widowed,75596,East,Yes,Yes,5,Conservative
1740,24,Female,Bachelor's,Student,Single,129197,West,Yes,No,7,Independent
1741,69,Female,Master's,Employed,Divorced,32842,North,Yes,Yes,2,Independent
1742,21,Female,High School,Retired,Widowed,123027,East,Yes,Yes,11,Other
1743,25,Male,PhD,Employed,Single,129908,Central,Yes,Yes,4,Conservative
1744,37,Female,High School,Unemployed,Widowed,109579,West,Yes,No,10,Other
1745,46,Male,High School,Retired,Married,123507,East,No,No,9,Other
1746,68,Male,Master's,Retired,Widowed,22976,North,Yes,No,10,Liberal
1747,62,Male,High School,Retired,Married,27426,Central,Yes,No,4,Independent
1748,63,Male,Master's,Retired,Divorced,42887,Central,Yes,Yes,7,Other
1749,27,Male,Master's,Employed,Divorced,46710,North,No,Yes,6,Liberal
1750,60,Female,Master's,Unemployed,Widowed,61387,East,Yes,No,2,Liberal
1751,51,Female,PhD,Retired,Single,67470,South,No,No,6,Conservative
1752,43,Male,High School,Student,Widowed,26486,East,No,Yes,9,Conservative
1753,58,Male,Master's,Student,Widowed,59258,West,Yes,Yes,7,Other
1754,66,Male,High School,Unemployed,Divorced,132418,West,Yes,No,4,Liberal
1755,20,Male,Bachelor's,Student,Divorced,136632,East,No,Yes,10,Liberal
1756,23,Female,Master's,Employed,Widowed,42623,West,Yes,Yes,4,Liberal
1757,22,Male,Bachelor's,Employed,Divorced,43806,South,Yes,No,10,Independent
1758,22,Female,Bachelor's,Unemployed,Married,25973,South,Yes,Yes,0,Liberal
1759,64,Male,Bachelor's,Retired,Widowed,66215,Central,No,No,7,Independent
1760,40,Other,Bachelor's,Student,Divorced,144151,West,Yes,Yes,5,Conservative
1761,66,Male,PhD,Student,Widowed,134162,East,Yes,Yes,5,Other
1762,26,Female,High School,Unemployed,Divorced,65939,Central,Yes,No,4,Conservative
1763,52,Male,Bachelor's,Unemployed,Married,134621,South,Yes,Yes,4,Other
1764,37,Female,Master's,Student,Married,49157,Central,No,No,2,Liberal
1765,66,Male,Bachelor's,Retired,Widowed,25521,North,Yes,Yes,11,Other
1766,59,Male,High School,Unemployed,Married,32891,West,No,Yes,2,Other
1767,52,Female,Bachelor's,Employed,Married,102331,East,Yes,Yes,1,Conservative
1768,67,Female,Bachelor's,Student,Divorced,42474,South,No,No,8,Other
1769,35,Female,High School,Unemployed,Widowed,46507,Central,Yes,Yes,7,Liberal
1770,34,Female,Master's,Unemployed,Divorced,30687,East,No,Yes,10,Independent
1771,41,Female,Bachelor's,Unemployed,Divorced,118550,West,No,Yes,2,Liberal
1772,20,Male,PhD,Student,Single,31009,East,No,No,4,Other
1773,49,Male,Master's,Employed,Married,108762,West,Yes,Yes,9,Conservative
1774,52,Male,Bachelor's,Employed,Divorced,108484,West,No,No,4,Liberal
1775,55,Female,High School,Student,Divorced,120475,West,Yes,No,7,Other
1776,30,Male,Bachelor's,Unemployed,Divorced,64291,Central,No,Yes,5,Conservative
1777,64,Male,High School,Student,Married,68296,West,Yes,Yes,6,Independent
1778,42,Female,PhD,Student,Married,133580,East,No,No,4,Conservative
1779,26,Female,High School,Unemployed,Married,145804,North,Yes,Yes,11,Other
1780,21,Male,High School,Student,Widowed,141966,East,Yes,No,0,Conservative
